get_domain,words_raw_extraction,get_cert,extract_all_context_data,remove_JScomments,get_html_from_js,extract_text_context_data,check_Language,image_to_text,tokenize,clear_text,tokenize_url,word_ratio,good_netloc,url_length,count_at,count_semicolumn,count_equal,count_percentage,count_hyphens,count_dots,count_colon,https_token,count_phish_hints,count_redirection,count_external_redirection,random_domain,random_words,domain_in_brand,count_www,length_word_raw,average_word_length,longest_word_length,count_links,urls_ratio,ratio_List,ratio_anchor,count_words,ratio_Txt,count_io_commands,whois_registered_domain,web_traffic,page_rank,valid_cert_period,count_alt_names
0.12128949165344238,0.015619277954101562,0.3124732971191406,0.3484950065612793,0.0,0.0,0.0,0.1900942325592041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015628337860107422,0.015624761581420898,0.21587777137756348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9058868885040283,0.40491747856140137,0.3483622074127197,0.0,0.0
0.03690314292907715,0.005982160568237305,0.0874028205871582,0.4852786064147949,0.0,0.0,0.0,0.1249692440032959,0.5521352291107178,0.0,0.0,0.0009944438934326172,0.0009989738464355469,0.0009970664978027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000993490219116211,0.0,0.0,0.009935140609741211,0.015956640243530273,0.003989458084106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001992940902709961,1.9430975914001465,0.4137613773345947,0.35878634452819824,0.0,0.0
0.06981563568115234,0.0019941329956054688,0.08975982666015625,4.6489479541778564,0.061841726303100586,0.002985239028930664,0.0,0.1765296459197998,6.911080360412598,0.0,0.0,0.0009970664978027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006983041763305664,0.006980180740356445,0.0032091140747070312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03690385818481445,1.0969820022583008,0.28421759605407715,0.2511758804321289,0.0,0.0
0.0,0.002992391586303711,0.06588220596313477,4.056625604629517,0.04587578773498535,0.0019941329956054688,0.0,0.13725543022155762,10.368794441223145,0.0,0.0,0.0009968280792236328,0.001001119613647461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007977724075317383,0.008269309997558594,0.001998424530029297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03776860237121582,0.53995680809021,0.14764904975891113,0.06528854370117188,0.0,0.0
0.0,0.009937763214111328,0.15249061584472656,1.3692967891693115,0.005989551544189453,0.0,0.0,0.10864377021789551,0.6964294910430908,0.0,0.0,0.0020325183868408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013029336929321289,0.010037422180175781,0.030957698822021484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005029201507568359,2.293140411376953,0.15252351760864258,0.06393170356750488,0.0,0.0
0.0,0.010970354080200195,0.13260221481323242,0.509636640548706,0.0,0.0,0.0,0.15030384063720703,0.13233232498168945,0.0,0.0,0.0019931793212890625,0.0,0.0010006427764892578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076274871826171875,0.020945072174072266,0.020941972732543945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6880197525024414,0.1595451831817627,0.06706881523132324,0.0,0.0
0.0,0.01700758934020996,0.6208138465881348,2.4197802543640137,0.0,0.0,0.0,0.1611182689666748,0.0,0.0,0.0,0.0029926300048828125,0.0,0.0009968280792236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011968612670898438,0.010970115661621094,0.000997304916381836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009970664978027344,0.9121761322021484,0.15540671348571777,0.06736493110656738,0.0,0.0
0.0,0.0019881725311279297,0.052068471908569336,4.271738767623901,0.03290987014770508,0.0010614395141601562,0.0,0.11524820327758789,3.511509418487549,0.0,0.0,0.0019903182983398438,0.0010006427764892578,0.0010330677032470703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080108642578125,0.007561206817626953,0.0020341873168945312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03726935386657715,0.534968376159668,0.1500699520111084,0.07221078872680664,0.0,0.0
0.0,0.0019903182983398438,0.0848236083984375,3.3285903930664062,0.012007951736450195,0.0,0.0,0.12698817253112793,0.34770798683166504,0.0,0.0,0.0,0.0,0.0009958744049072266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005987644195556641,0.010036230087280273,0.0269317626953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009976863861083984,0.24927544593811035,0.13888859748840332,0.06422638893127441,0.0,0.0
0.0,0.004028797149658203,0.19807052612304688,0.6157622337341309,0.0,0.0,0.0,0.13294148445129395,0.0,0.0,0.0,0.0009965896606445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070400238037109375,0.019922256469726562,0.029973745346069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443418025970459,0.14684057235717773,0.06397461891174316,0.0,0.0
0.0,0.0059816837310791016,0.5754153728485107,1.8172283172607422,0.04188895225524902,0.0010633468627929688,0.0,0.13575434684753418,0.0,0.0,0.0,0.002033710479736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005021333694458008,0.008980512619018555,0.0030486583709716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728156566619873,1.0991284847259521,0.14955520629882812,0.06809520721435547,0.0,0.0
0.0,0.0029897689819335938,0.08477425575256348,0.0,0.0,0.0,0.001992940902709961,0.0,0.000997304916381836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008039236068725586,0.010972738265991211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003026723861694336,0.6825528144836426,0.14598441123962402,0.06395411491394043,0.0,0.0
0.1316518783569336,0.0,0.0,0.0,0.0030546188354492188,0.0009381771087646484,0.0010020732879638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011970043182373047,0.010963201522827148,0.002992391586303711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04986834526062012,0.5168938636779785,0.15977716445922852,0.0643625259399414,0.0,0.0
0.0,0.0,0.5445394515991211,0.0009987354278564453,0.0,0.0,0.004988431930541992,0.0,0.0009946823120117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007979393005371094,0.01296854019165039,0.20943856239318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004987239837646484,0.7191250324249268,0.14903473854064941,0.0667123794555664,0.0,0.0,2.11513352394104,0.02094292640686035,0.000997781753540039,0.0,0.1356372833251953
0.0,0.0,0.5445394515991211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039899349212646484,0.004989147186279297,0.000995635986328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018946170806884766,0.844325065612793,0.14760375022888184,0.06482505798339844,0.0,0.0,2.11513352394104,0.02094292640686035,0.000997781753540039,0.0,0.1356372833251953
0.0,0.019951820373535156,0.0654592514038086,1.5649840831756592,0.0,0.0,0.0,0.12865161895751953,0.0,0.0,0.0,0.0029916763305664062,0.0009982585906982422,0.0010008811950683594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01396489143371582,0.011027812957763672,0.022939443588256836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21836209297180176,0.14742088317871094,0.06478452682495117,0.0,0.0
0.0,0.019951820373535156,0.0654592514038086,1.5649840831756592,0.0,0.0,0.0,0.12865161895751953,0.0,0.0,0.0,0.0029916763305664062,0.0009982585906982422,0.0010008811950683594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01396489143371582,0.011027812957763672,0.022939443588256836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5926668643951416,0.16376304626464844,0.07433819770812988,0.0,0.0
0.0,0.00698089599609375,0.6133584976196289,4.987874507904053,0.010976076126098633,0.0,0.0,0.12184286117553711,0.0,0.0,0.0,0.0019960403442382812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010970830917358398,0.01001286506652832,0.16352558135986328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012968301773071289,12.476407289505005,0.1578080654144287,0.07086443901062012,0.0,0.0
