extraction_data,AdaBoost_DT,Bagging_DT,Bernoulli_NB,Complement_NB,DT,ET,Gaussian_NB,GradientBoost,HistGradientBoost,kNN,logistic_regression,Multinomial_NB,neural_networks,RF,"Stacking (AB, GB, XGB, HGB)","Stacking (AB, GB, XGB, HGB, RF, B, ET)",Stacking (All),"Stacking (B, ET)","Stacking (DT, ANN, KNN)","Stacking (DT, ANN, KNN, SVM, LR)","Stacking (DT, ANN, KNN, SVM, LR, GNB, CNB, MNB, BNB)","Stacking (ET, B, LR)","Stacking (GNB, CNB, MNB, BNB)","Stacking (SVM, LR)",SVM,XGB,DoubleStacking
19.996828317642212,0.0009963512420654297,0.01995110511779785,0.0009975433349609375,0.0,0.0,0.005468606948852539,0.0,0.0009601116180419922,0.005985260009765625,0.0039904117584228516,0.0,0.000997781753540039,0.20908641815185547,0.025931358337402344,0.009973764419555664,0.06981396675109863,0.28025126457214355,0.039893388748168945,0.1247098445892334,0.1067194938659668,0.1866905689239502,0.021906614303588867,0.0019898414611816406,0.0019571781158447266,0.0009341239929199219,0.003987312316894531,0.21431589126586914
18.977191925048828,0.0009980201721191406,0.03590273857116699,0.0,0.000997304916381836,0.0009963512420654297,0.01695561408996582,0.0,0.0,0.006982564926147461,0.003986835479736328,0.0,0.000997781753540039,0.04587864875793457,0.012964963912963867,0.0079803466796875,0.08278107643127441,0.1406238079071045,0.0468754768371582,0.03989076614379883,0.03989672660827637,0.039873361587524414,0.026930809020996094,0.0009613037109375,0.00099945068359375,0.0009992122650146484,0.0039904117584228516,0.10272550582885742
9.322113037109375,0.0010004043579101562,0.019952058792114258,0.0010056495666503906,0.0,0.0,0.003992557525634766,0.0,0.0,0.004989147186279297,0.003988981246948242,0.0,0.0010004043579101562,0.04089164733886719,0.01795196533203125,0.008977413177490234,0.08477377891540527,0.15558671951293945,0.041887521743774414,0.0548551082611084,0.045879364013671875,0.05653715133666992,0.023875713348388672,0.0019953250885009766,0.001996278762817383,0.0009996891021728516,0.0039520263671875,0.13862991333007812
12.670003414154053,0.0009982585906982422,0.03091740608215332,0.0,0.000997304916381836,0.0009980201721191406,0.00598454475402832,0.0,0.000997781753540039,0.00399017333984375,0.003989696502685547,0.0,0.0009987354278564453,0.057846784591674805,0.01994776725769043,0.010970830917358398,0.07081055641174316,0.16156959533691406,0.042882442474365234,0.04488039016723633,0.07878804206848145,0.06282973289489746,0.03291583061218262,0.0029921531677246094,0.001996278762817383,0.001994609832763672,0.003991127014160156,0.15358829498291016
17.56498408317566,0.0,0.018982887268066406,0.0,0.0,0.000995635986328125,0.004989147186279297,0.0009980201721191406,0.0009982585906982422,0.004987001419067383,0.003994941711425781,0.000997304916381836,0.0,0.05984163284301758,0.016954421997070312,0.008975028991699219,0.06981468200683594,0.13763213157653809,0.04288649559020996,0.0438847541809082,0.043883562088012695,0.040891170501708984,0.023067951202392578,0.0009610652923583984,0.0019555091857910156,0.0,0.00299072265625,0.14261889457702637
19.411325693130493,0.000997304916381836,0.0279238224029541,0.0,0.0009949207305908203,0.0,0.005983829498291016,0.0,0.0010018348693847656,0.003986358642578125,0.003991842269897461,0.0009982585906982422,0.0,0.06283378601074219,0.012967348098754883,0.008977890014648438,0.08676958084106445,0.1625654697418213,0.043883562088012695,0.04288530349731445,0.04388618469238281,0.04587745666503906,0.0289609432220459,0.0019435882568359375,0.0009582042694091797,0.0009958744049072266,0.003993034362792969,0.13663530349731445
14.52808690071106,0.0009984970092773438,0.021388530731201172,0.0,0.0,0.0,0.0069582462310791016,0.0,0.0,0.0,0.0,0.0,0.0,0.0624842643737793,0.01562190055847168,0.015623807907104492,0.07351922988891602,0.16203641891479492,0.03889918327331543,0.03889727592468262,0.04102516174316406,0.04173922538757324,0.02493453025817871,0.0019958019256591797,0.0009984970092773438,0.0009987354278564453,0.0029938220977783203,0.14262056350708008
17.139296531677246,0.0009999275207519531,0.018654823303222656,0.0,0.0,0.0009965896606445312,0.0039844512939453125,0.0,0.0009288787841796875,0.0039844512939453125,0.003988742828369141,0.0,0.000997781753540039,0.05598616600036621,0.012926578521728516,0.008936405181884766,0.08477306365966797,0.16356444358825684,0.038895606994628906,0.04136991500854492,0.038887739181518555,0.03998446464538574,0.02294158935546875,0.001956939697265625,0.0009641647338867188,0.000957489013671875,0.002992868423461914,0.1376323699951172
15.513116836547852,0.0010008811950683594,0.019946813583374023,0.0009968280792236328,0.0,0.0,0.003988981246948242,0.0,0.0,0.004987239837646484,0.0029904842376708984,0.0,0.0,0.04691648483276367,0.014957666397094727,0.007980108261108398,0.08377575874328613,0.1625652313232422,0.037900686264038086,0.04343056678771973,0.03893637657165527,0.03886246681213379,0.0219423770904541,0.001994609832763672,0.001996278762817383,0.0009984970092773438,0.0049893856048583984,0.14162158966064453
16.070990562438965,0.0,0.018236637115478516,0.0,0.0,0.0,0.003988742828369141,0.0,0.0009989738464355469,0.003989458084106445,0.004986763000488281,0.0009984970092773438,0.0,0.07280635833740234,0.015474796295166016,0.007981538772583008,0.08577251434326172,0.16455960273742676,0.04887032508850098,0.03690314292907715,0.036902427673339844,0.04330730438232422,0.020904064178466797,0.000997304916381836,0.0009982585906982422,0.0,0.0029921531677246094,0.1406257152557373
13.977381944656372,0.0009982585906982422,0.019907474517822266,0.0,0.0,0.0,0.004029035568237305,0.0,0.0,0.004986763000488281,0.0049860477447509766,0.0009965896606445312,0.0,0.07081246376037598,0.022945165634155273,0.008975744247436523,0.07579565048217773,0.15857601165771484,0.04887056350708008,0.03789925575256348,0.04392194747924805,0.04288816452026367,0.02393817901611328,0.0009970664978027344,0.0009992122650146484,0.0009999275207519531,0.0029926300048828125,0.13264226913452148
13.24240255355835,0.000997304916381836,0.017951011657714844,0.0,0.0,0.0,0.003403186798095703,0.0,0.0,0.004987239837646484,0.004986286163330078,0.0,0.0,0.07280540466308594,0.021982192993164062,0.008974075317382812,0.08377695083618164,0.16057133674621582,0.046874284744262695,0.03590583801269531,0.040892601013183594,0.04188871383666992,0.021712779998779297,0.001001119613647461,0.001001119613647461,0.0,0.0029952526092529297,0.14561152458190918
14.062273502349854,0.0009968280792236328,0.01695394515991211,0.0,0.0,0.0,0.0033180713653564453,0.0,0.0,0.003989219665527344,0.0039882659912109375,0.0,0.0,0.07380366325378418,0.01711416244506836,0.007980585098266602,0.08477306365966797,0.1685504913330078,0.04887056350708008,0.03790020942687988,0.039934396743774414,0.03993368148803711,0.020946741104125977,0.0019941329956054688,0.0009737014770507812,0.0,0.002991199493408203,0.13862943649291992
13.492033958435059,0.0009992122650146484,0.019959449768066406,0.0010013580322265625,0.0009968280792236328,0.0,0.0029916763305664062,0.0,0.0009965896606445312,0.003988742828369141,0.004986763000488281,0.0009984970092773438,0.0009970664978027344,0.06981301307678223,0.023976564407348633,0.007982015609741211,0.0827789306640625,0.16356301307678223,0.04886984825134277,0.04088997840881348,0.038308143615722656,0.03793931007385254,0.021940231323242188,0.0019943714141845703,0.0009970664978027344,0.0019342899322509766,0.003989219665527344,0.13663506507873535
13.483932971954346,0.0009975433349609375,0.01870274543762207,0.0,0.0,0.0009980201721191406,0.003988981246948242,0.0,0.0,0.004987478256225586,0.004987955093383789,0.0009982585906982422,0.0,0.07280564308166504,0.018948793411254883,0.008974552154541016,0.08178114891052246,0.15857744216918945,0.04787135124206543,0.037899017333984375,0.039893150329589844,0.04266858100891113,0.023936986923217773,0.0009982585906982422,0.0019981861114501953,0.000997781753540039,0.002959728240966797,0.12666058540344238
14.547688961029053,0.0009989738464355469,0.023011445999145508,0.0,0.0,0.0009996891021728516,0.003986835479736328,0.0,0.0009958744049072266,0.003987789154052734,0.003988027572631836,0.0,0.0,0.06283235549926758,0.02393651008605957,0.00896906852722168,0.08178138732910156,0.15263748168945312,0.04686379432678223,0.031242847442626953,0.07207584381103516,0.031244277954101562,0.024309873580932617,0.000997781753540039,0.000997781753540039,0.0,0.0029993057250976562,0.14959931373596191
13.79739236831665,0.001995086669921875,0.02294015884399414,0.0009992122650146484,0.0009975433349609375,0.0,0.0069828033447265625,0.0,0.0010008811950683594,0.00399017333984375,0.0049877166748046875,0.0,0.00099945068359375,0.06781864166259766,0.024933576583862305,0.007978677749633789,0.09973764419555664,0.17205381393432617,0.04887580871582031,0.06334757804870605,0.06527280807495117,0.05086541175842285,0.048868656158447266,0.001995086669921875,0.0019941329956054688,0.000995635986328125,0.002991914749145508,0.15957379341125488
16.139427661895752,0.0009975433349609375,0.03490567207336426,0.000993967056274414,0.0,0.0,0.007977962493896484,0.002004861831665039,0.0009965896606445312,0.004985809326171875,0.003982067108154297,0.0,0.0,0.0827779769897461,0.026926755905151367,0.009974002838134766,0.08776688575744629,0.1670675277709961,0.043882131576538086,0.04688858985900879,0.04787302017211914,0.0453944206237793,0.026926517486572266,0.0009961128234863281,0.0010328292846679688,0.0010025501251220703,0.003989458084106445,0.1436166763305664
13.253477811813354,0.0009958744049072266,0.021990060806274414,0.0009953975677490234,0.0,0.0,0.007060050964355469,0.0,0.0009999275207519531,0.003989219665527344,0.004988431930541992,0.0,0.0,0.07280445098876953,0.024934768676757812,0.00897526741027832,0.08477330207824707,0.16307878494262695,0.04511427879333496,0.040090322494506836,0.04188847541809082,0.04236102104187012,0.023904085159301758,0.0019507408142089844,0.0009970664978027344,0.0,0.0029926300048828125,0.13865184783935547
14.26490068435669,0.000997304916381836,0.018944263458251953,0.0,0.0,0.0,0.004987001419067383,0.0009982585906982422,0.0009877681732177734,0.0039904117584228516,0.004987478256225586,0.0,0.0009982585906982422,0.07480049133300781,0.01595783233642578,0.007981061935424805,0.08876299858093262,0.1605699062347412,0.04886889457702637,0.03989458084106445,0.03889632225036621,0.04244732856750488,0.025759220123291016,0.0020318031311035156,0.000995635986328125,0.0010380744934082031,0.003990888595581055,0.1545860767364502
