AdaBoost_DT,Bagging_DT,Bernoulli_NB,Complement_NB,DT,ET,Gaussian_NB,GradientBoost,HistGradientBoost,kNN,logistic_regression,Multinomial_NB,neural_networks,RF,"Stacking (AB, GB, XGB, HGB)","Stacking (AB, GB, XGB, HGB, RF, B, ET)",Stacking (All),"Stacking (B, ET)","Stacking (DT, ANN, KNN)","Stacking (DT, ANN, KNN, SVM, LR)","Stacking (DT, ANN, KNN, SVM, LR, GNB, CNB, MNB, BNB)","Stacking (ET, B, LR)","Stacking (GNB, CNB, MNB, BNB)","Stacking (SVM, LR)",SVM,XGB,DoubleStacking,phish
0.7310585786300049,1.0,0.79742135790509,0.9116666146064056,1.0,0.8267181783836526,1.0,0.9861182088483958,0.9957266584559287,1.0,0.9968572708464108,0.9113748469981333,0.9986228942871094,0.6614695278952398,0.9831894064355203,0.9841438754385309,0.9772589089249525,0.9721091402893898,0.9759236604659408,0.975447282870452,0.9742549890126649,0.9703713320764186,0.9150233350954262,0.9651927864584664,0.9299368457544773,0.8988937735557556,0.9827293461189849,1.0
0.7310585786300049,0.7846153846153846,0.79742135790509,0.8988627110859763,1.0,0.6501142103174437,0.9999999999901448,0.8456269758601848,0.7455832615564708,1.0,0.860683334707838,0.898533358805527,0.7887635231018066,0.4677000850604474,0.9832445718489661,0.9866645593392388,0.9813845091824429,0.969033830605116,0.9759148604561926,0.9754450614015483,0.9742523771209276,0.9703684894304073,0.915077655859665,0.9663092366760114,0.9741071455124297,0.6798560619354248,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.911406372021336,1.0,0.7318851781861069,0.9999999984458299,0.9998443834473388,0.9465989193997483,1.0,0.9607341306639657,0.9111138286332535,0.9614134430885315,0.6235883468897773,0.9831958339616252,0.9851345480196463,0.9770385216195645,0.968561537559603,0.975937216733117,0.9754463626946733,0.9743674388665424,0.9704747610369541,0.9150260236847789,0.966048188978055,0.9933516538504791,0.9161094427108765,0.9827293461189849,1.0
0.2689414213699951,0.2205128205128205,0.79742135790509,0.8763343269967152,1.0,0.8130656259719545,0.9999999999563656,0.9983985342854164,0.984595731004329,1.0,0.9954903268497995,0.8759417367128325,0.9916691780090332,0.6430775913226142,0.9831523815218719,0.9901158244071168,0.9781299162176733,0.9698379049311628,0.9759370375625442,0.975436548256781,0.9733942412233014,0.9924183366414762,0.9151606294128496,0.965235308289941,0.9974303543799073,0.9581842422485352,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.9522185980900925,1.0,0.8848186675937038,1.0,0.9737506578229401,0.9982440220752784,1.0,0.9996655647473776,0.9520537304168991,0.996451735496521,0.7447641611900567,0.9831386014222622,0.9842311077433921,0.9737140139867213,0.9696654504006635,0.9759224089975986,0.9754345483625578,0.9742489661418992,0.9704426697328384,0.9152843512811748,0.9652190728494504,0.9956660624151907,0.9642480611801147,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.9165197229330286,1.0,0.8003411266425046,0.9999999999874092,0.9922705335542961,0.9937861982578637,1.0,0.9931590254191384,0.9162425125568027,0.9806308746337891,0.6719631970015515,0.9831391907068269,0.9839812803160757,0.9749146954585344,0.9687406624440767,0.9759349170180419,0.975439558938148,0.974296025888355,0.9704031258959034,0.9150297566687126,0.9653783806366699,0.9948183792622237,0.9689479470252991,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.924637506913604,1.0,0.8240132304574656,0.9999999999924825,0.999089761171298,0.9960729894703609,1.0,0.9956209128206895,0.924385029041052,0.9883366823196411,0.8308346119932628,0.9831362459413292,0.9842439071656061,0.9729019301574381,0.9685324478666268,0.9759314724328576,0.9754392947032728,0.9742891948350522,0.970399337931898,0.9150180016173177,0.9653097557030401,0.9956811328505006,0.9927768707275391,0.9827293461189849,1.0
0.2689414213699951,0.0,0.79742135790509,0.9427432991756429,0.0,0.8746998762470873,0.9999999999999751,0.9975761173069184,0.793704477664778,0.0,0.9986630548103095,0.9425477099963091,0.9865736961364746,0.6690014540245663,0.9831544709631406,0.985090712090925,0.9999997967069632,0.9690296778756241,0.024734696836102934,0.8753005786701445,0.9825848985344674,0.9925217668764859,0.9150886505186254,0.9651229050705388,0.9120438020016743,0.9744276404380798,0.9827293461189849,1.0
0.7310585786300049,0.8256410256410256,0.79742135790509,0.9758741139159184,1.0,0.9433690753690753,1.0,0.9998748052177596,0.9986712559048343,1.0,0.9999718718289387,0.975788793245226,0.9981615543365479,0.8354752674185458,0.9831400319180623,0.9840454903322886,0.9756748364752652,0.9711272577677904,0.9759144244709846,0.9754322430431644,0.9742407536082488,0.9705046948150647,0.9159257133653604,0.9651161250638628,0.9999963028088767,0.998884379863739,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.9567866169545035,1.0,0.9228258915687487,1.0,0.9971552306030577,0.674835665571626,1.0,0.996493508167047,0.9566367932575145,0.9916322231292725,0.7595234590095099,0.9831610271386017,0.9844328856475988,0.9742353610738478,0.9712267014830571,0.9759191299212007,0.9754404113880432,0.9742448728847225,0.9703720533892609,0.9153952507586103,0.9654556122396368,0.9743348672408012,0.9784431457519531,0.9827293461189849,1.0
0.2689414213699951,0.0,0.79742135790509,0.24598092261257987,0.0,0.503035221785693,2.9241952145394653e-05,0.01514236553270042,0.10303709447026638,1.0,0.11818739860392123,0.24531055391193127,0.5492245554924011,0.3745917615444125,0.9829851723855096,0.994563974707405,0.981616728702986,0.018513228722040344,0.9759386767808327,0.9754898057428719,0.08243854263730942,0.19172980175372573,0.12844664868071176,0.973546872516526,0.883524587866095,0.18838326632976532,0.9827293461189849,1.0
0.2689414213699951,0.0,0.79742135790509,0.19287152121439907,0.0,0.16320109738197078,1.5830824298904915e-06,2.1662758268355057e-10,0.00013442995120668737,1.0,0.039228672861956124,0.19230897605945974,0.003715008497238159,0.056924704518835606,0.44358946652167264,0.09969982662540942,0.9393432945721366,0.01885312861040011,0.9758813564767431,0.9753479815129686,0.01137111528428183,0.02188898388640032,0.1284281272108457,0.0378380489244268,0.31857902111110714,0.008665063418447971,0.9827489976918528,1.0
0.7310585786300049,1.0,0.79742135790509,0.4495842220985847,1.0,0.8424005588150653,1.0,0.99963467205744,0.9767178244852497,1.0,0.9456630686175131,0.4486891631951742,0.9716266989707947,0.7593862259970565,0.9831912083358975,0.98445835255632,0.9923354649735543,0.9689080531974831,0.9758995404416176,0.9754467693449169,0.9745736581981773,0.9703678744673084,0.9208965202724293,0.9658205550341992,0.9654657432954207,0.9528353214263916,0.9827293461189849,1.0
0.7310585786300049,0.6102564102564103,0.79742135790509,0.8826296984778444,1.0,0.8021342975059531,0.9999998933781974,0.5991572214953532,0.9279820347226229,1.0,0.9553218929853188,0.8822544082818534,0.9827306866645813,0.6674217792096393,0.983200783559915,0.9853320561762462,0.9751182530344246,0.968658674942548,0.975934178869014,0.9754682942788875,0.9749391914430207,0.9704907958318821,0.9151265263663898,0.973219541210132,0.6869947351839283,0.5985207557678223,0.9827293461189849,1.0
0.7310585786300049,1.0,0.79742135790509,0.9715162477744445,1.0,0.9430374507697814,1.0,0.9963445731989328,0.9539779236220166,1.0,0.9990965401137868,0.9714159670185954,0.997515857219696,0.7767968552665524,0.983138146565724,0.9841475827731102,0.9735338456158548,0.9720640500490106,0.9759170728782245,0.9754367262630145,0.974239384071321,0.9705188247078976,0.9158623234129253,0.9653601206405563,0.9854776163989953,0.9951562881469727,0.9827293461189849,1.0
