id,url,lang,status,коэффициент уникальности всех слов,наличие ip-адреса в url,использование сервисов сокраения url,наличие сертификата,хороший netloc,длина url,кол-во @ в url,кол-во ! в url,кол-во + в url,кол-во [ и ] в url,кол-во ( и ) в url,"кол-во , в url",кол-во $ в url,кол-во ; в url,кол-во пропусков в url,кол-во & в url,кол-во // в url,кол-во / в url,кол-во = в url,кол-во % в url,кол-во ? в url,кол-во _ в url,кол-во - в url,кол-во . в url,кол-во : в url,кол-во * в url,кол-во | в url,кол-во ~ в url,кол-во http токенов в url,https,соотношение цифр в url,кол-во цифр в url,кол-во фишинговых слов в url,кол-во распознанных слов в url,tld в пути url,tld в поддомене url,tld на плохой позиции url,ненормальный поддомен url,кол-во перенаправлений на сайт,кол-во перенаправлений на другие домены,случайный домен,кол-во случайных слов в url,кол-во случайных слов в хосте url,кол-во случайных слов в пути url,кол-во повторяющих последовательностей в url,кол-во повторяющих последовательностей в хосте url,кол-во повторяющих последовательностей в пути url,наличие punycode,домен в брендах,бренд в пути url,кол-во www в url,кол-во com в url,наличие порта в url,кол-во слов в url,средняя длина слова в url,максимальная длина слова в url,минимальная длина слова в url,префикс суффикс в url,кол-во поддоменов,кол-во визульно схожих доменов,степень сжатия страницы,кол-во полей ввода/вывода в основном контексте страницы,соотношение кода в странице в основном контексте страницы,кол-во всех ссылок в основном контексте страницы,соотношение внутренних ссылок на сайты со всеми в основном контексте страницы,соотношение внешних ссылок на сайты со всеми в основном контексте страницы,соотношение пустых ссылок на сайты со всеми в основном контексте страницы,соотношение внутренних CSS со всеми в основном контексте страницы,соотношение внешних CSS со всеми в основном контексте страницы,соотношение встроенных CSS со всеми в основном контексте страницы,соотношение внутренних скриптов со всеми в основном контексте страницы,соотношение внешних скриптов со всеми в основном контексте страницы,соотношение встроенных скриптов со всеми в основном контексте страницы,соотношение внешних изображений со всеми в основном контексте страницы,соотношение внутренних изображений со всеми в основном контексте страницы,общее кол-во перенаправлений по внутренним ссылкам в основном контексте страницы,общее кол-во перенаправлений по внешним ссылкам в основном контексте страницы,общее кол-во ошибок по внутренним ссылкам в основном контексте страницы,общее кол-во ошибок по внешним ссылкам в основном контексте страницы,форма входа в основном контексте страницы,соотношение внешних Favicon со всеми в основном контексте страницы,соотношение внутренних Favicon со всеми в основном контексте страницы,наличие отправки на почту в основном контексте страницы,соотношение внутренних медиа со всеми в основном контексте страницы,соотношение внешних медиа со всеми в основном контексте страницы,пустой титульник в основном контексте страницы,соотношение небезопасных якорей со всеми в основном контексте страницы,соотношение безопасных якорей со всеми в основном контексте страницы,соотношение внутренних ссылок на ресурсы со всеми в основном контексте страницы,соотношение внешних ссылок на ресурсы со всеми в основном контексте страницы,наличие невидимых в основном контексте страницы,наличие onmouseover в основном контексте страницы,наличие всплывающих окон в основном контексте страницы,наличие событий правой мыши в основном контексте страницы,наличие домена в тексте в основном контексте страницы,наличие домена в титульнике в основном контексте страницы,домен с авторскими правами в основном контексте страницы,кол-во фишинговых слов в тексте в основном контексте страницы,кол-во слов в тексте в основном контексте страницы,соотношение текста со всех изображений с основным текстом в основном контексте страницы,соотношение текста внутренних изображений с основным текстом в основном контексте страницы,соотношение текста внешних изображений с основным текстом в основном контексте страницы,соотношение текста внешних изображений с текстом внутренних изображений в основном контексте страницы,соотношение основного текста с динамически добавляемым текстом страницы,соотношение основного текста с внутреннее добавляемым текстом страницы,соотношение кода в внутренне добавляемом контексте страницы,кол-во полей ввода/вывода в внутренне добавляемом контексте страницы,кол-во всех ссылок во внутренне добавляемом контексте страницы,соотношение внутренних ссылок на сайты со всеми во внутренне добавляемом контексте страницы,соотношение внешних ссылок на сайты со всеми во внутренне добавляемом контексте страницы,соотношение пустых ссылок на сайты со всеми во внутренне добавляемом контексте страницы,соотношение внутренних CSS со всеми во внутренне добавляемом контексте страницы,соотношение внешних CSS со всеми во внутренне добавляемом контексте страницы,соотношение встроенных CSS со всеми во внутренне добавляемом контексте страницы,соотношение внутренних скриптов со всеми во внутренне добавляемом контексте страницы,соотношение внешних скриптов со всеми во внутренне добавляемом контексте страницы,соотношение встроенных скриптов со всеми во внутренне добавляемом контексте страницы,соотношение внешних изображений со всеми во внутренне добавляемом контексте страницы,соотношение внутренних изображений со всеми во внутренне добавляемом контексте страницы,общее кол-во перенаправлений по внутренним ссылкам во внутренне добавляемом контексте страницы,общее кол-во перенаправлений по внешним ссылкам во внутренне добавляемом контексте страницы,общее кол-во ошибок по внутренним ссылкам во внутренне добавляемом контексте страницы,общее кол-во ошибок по внешним ссылкам во внутренне добавляемом контексте страницы,форма входа во внутренне добавляемом контексте страницы,соотношение внешних Favicon со всеми во внутренне добавляемом контексте страницы,соотношение внутренних Favicon со всеми во внутренне добавляемом контексте страницы,наличие отправки на почту во внутренне добавляемом контексте страницы,соотношение внутренних медиа со всеми во внутренне добавляемом контексте страницы,соотношение внешних медиа со всеми во внутренне добавляемом контексте страницы,пустой титульник во внутренне добавляемом контексте страницы,соотношение небезопасных якорей со всеми во внутренне добавляемом контексте страницы,соотношение безопасных якорей со всеми во внутренне добавляемом контексте страницы,соотношение внутренних ссылок на ресурсы со всеми во внутренне добавляемом контексте страницы,соотношение внешних ссылок на ресурсы со всеми во внутренне добавляемом контексте страницы,наличие невидимых во внутренне добавляемом контексте страницы,наличие onmouseover во внутренне добавляемом контексте страницы,наличие всплывающих окон во внутренне добавляемом контексте страницы,наличие событий правой мыши во внутренне добавляемом контексте страницы,наличие домена в тексте во внутренне добавляемом контексте страницы,наличие домена в титульнике во внутренне добавляемом контексте страницы,домен с авторскими правами во внутренне добавляемом контексте страницы,кол-во операций ввода/вывода во внутренне добавляемом коде страницы,кол-во фишинговых слов во внутренне добавляемом контексте страницы,кол-во слов во внутренне добавляемом контексте страницы,соотношение основного текста с внешне добавляемым текстом страницы,соотношение кода в внешне добавляемом контексте страницы,кол-во полей ввода/вывода в внешне добавляемом контексте страницы,кол-во всех ссылок во внешне добавляемом контексте страницы,соотношение внутренних ссылок на сайты со всеми во внешне добавляемом контексте страницы,соотношение внешних ссылок на сайты со всеми во внешне добавляемом контексте страницы,соотношение пустых ссылок на сайты со всеми во внешне добавляемом контексте страницы,соотношение внутренних CSS со всеми во внешне добавляемом контексте страницы,соотношение внешних CSS со всеми во внешне добавляемом контексте страницы,соотношение встроенных CSS со всеми во внешне добавляемом контексте страницы,соотношение внутренних скриптов со всеми во внешне добавляемом контексте страницы,соотношение внешних скриптов со всеми во внешне добавляемом контексте страницы,соотношение встроенных скриптов со всеми во внешне добавляемом контексте страницы,соотношение внешних изображений со всеми во внешне добавляемом контексте страницы,соотношение внутренних изображений со всеми во внешне добавляемом контексте страницы,общее кол-во перенаправлений по внутренним ссылкам во внешне добавляемом контексте страницы,общее кол-во перенаправлений по внешним ссылкам во внешне добавляемом контексте страницы,общее кол-во ошибок по внутренним ссылкам во внешне добавляемом контексте страницы,общее кол-во ошибок по внешним ссылкам во внешне добавляемом контексте страницы,форма входа во внешне добавляемом контексте страницы,соотношение внешних Favicon со всеми во внешне добавляемом контексте страницы,соотношение внутренних Favicon со всеми во внешне добавляемом контексте страницы,наличие отправки на почту во внешне добавляемом контексте страницы,соотношение внутренних медиа со всеми во внешне добавляемом контексте страницы,соотношение внешних медиа со всеми во внешне добавляемом контексте страницы,пустой титульник во внешне добавляемом контексте страницы,соотношение небезопасных якорей со всеми во внешне добавляемом контексте страницы,соотношение безопасных якорей со всеми во внешне добавляемом контексте страницы,соотношение внутренних ссылок на ресурсы со всеми во внешне добавляемом контексте страницы,соотношение внешних ссылок на ресурсы со всеми во внешне добавляемом контексте страницы,наличие невидимых во внешне добавляемом контексте страницы,наличие onmouseover во внешне добавляемом контексте страницы,наличие всплывающих окон во внешне добавляемом контексте страницы,наличие событий правой мыши во внешне добавляемом контексте страницы,наличие домена в тексте во внешне добавляемом контексте страницы,наличие домена в титульнике во внешне добавляемом контексте страницы,домен с авторскими правами во внешне добавляемом контексте страницы,кол-во операций ввода/вывода во внешне добавляемом коде страницы,кол-во фишинговых слов во внешне добавляемом контексте страницы,кол-во слов во внешне добавляемом контексте страницы,срок регистрации домена,домен зарегестрирован,рейтинг по Alexa,рейтинг по openpagerank,соотношение оставшегося времени действия сертификата,срок действия сертификата,кол-во альтернативных имен в сертификате,TF
0,https://www.yale.edu/about-yale/yale-facts,en,0,0.6230440967283073,0,0,1,1,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,1,0,0,0,1,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.994893313639799,0.9983751452490268,1,0,0,6,4.166666666666667,5,3,1,2,4,0.2987655839264577,1,0.0,135,0.8707482993197279,0.0476190476190476,0.0816326530612244,0.8888888888888888,0.1111111111111111,0.0,0.4666666666666667,0.0666666666666666,0.4666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0227272727272727,0.9772727272727272,0,1.0,0.0,0,0.7058823529411765,0.2941176470588235,0.9444444444444444,0.0555555555555555,0,0,0,0,1,1,0,9,703,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,944,0,0,0,1,3826,6,0.3334350565843621,90,1,yale=0.029871977240398292;facts=0.005689900426742532;university=0.011379800853485065;skip=0.001422475106685633;main=0.004267425320056899;content=0.001422475106685633;tit=0.001422475106685633;looks=0.001422475106685633;like=0.001422475106685633;trying=0.001422475106685633;zoom=0.005689900426742532;page=0.001422475106685633;best=0.001422475106685633;results=0.001422475106685633;use=0.005689900426742532;recent=0.001422475106685633;version=0.001422475106685633;browser=0.004267425320056899;disable=0.001422475106685633;text=0.001422475106685633;setting=0.001422475106685633;default=0.001422475106685633;font=0.001422475106685633;size=0.001422475106685633;settings=0.001422475106685633;tto=0.001422475106685633;ctrl=0.002844950213371266;windows=0.002844950213371266;cmd=0.002844950213371266;mac=0.002844950213371266;keyboard=0.001422475106685633;shortcut=0.001422475106685633;secondary=0.002844950213371266;navigation=0.011379800853485065;calendarsgivingnewsdirectories=0.002844950213371266;nsearch=0.001422475106685633;info=0.002844950213371266;studentsfacultystaffalumni=0.002844950213371266;yaleleadership=0.001422475106685633;organizationyale=0.002844950213371266;factstraditions=0.002844950213371266;historyyale=0.002844950213371266;worldvisitingacademicsundergraduate=0.001422475106685633;studygraduate=0.001422475106685633;professional=0.007112375533428165;studydepartments=0.001422475106685633;programsglobal=0.001422475106685633;educationsummer=0.001422475106685633;sessionnon=0.002844950213371266;degree=0.005689900426742532;offeringsonline=0.001422475106685633;learningadmissionsundergraduategraduate=0.001422475106685633;schoolsfinancial=0.001422475106685633;aidinternational=0.001422475106685633;studentssummer=0.001422475106685633;seeking=0.002844950213371266;studentsworld=0.001422475106685633;fellows=0.001422475106685633;programresearch=0.001422475106685633;collectionsresearch=0.001422475106685633;yalelibrariesmuseums=0.001422475106685633;galleriescenters=0.001422475106685633;institutesdigital=0.001422475106685633;collections=0.001422475106685633;open=0.001422475106685633;resourceslife=0.001422475106685633;yalearts=0.001422475106685633;cultureathletics=0.001422475106685633;recreationbelonging=0.001422475106685633;yalehealth=0.001422475106685633;wellnessnew=0.001422475106685633;havenresidential=0.001422475106685633;lifeservicestudent=0.001422475106685633;groups=0.001422475106685633;activitiesvirtual=0.001422475106685633;search=0.001422475106685633;tby=0.001422475106685633;numbers=0.002844950213371266;tdata=0.001422475106685633;provided=0.001422475106685633;office=0.004267425320056899;institutional=0.002844950213371266;research=0.005689900426742532;tundergraduate=0.002844950213371266;students=0.021337126600284494;tgraduate=0.001422475106685633;tinternational=0.002844950213371266;scholars=0.001422475106685633;tpercentage=0.001422475106685633;international=0.011379800853485065;tcountries=0.001422475106685633;represented=0.004267425320056899;tfaculty=0.002844950213371266;members=0.002844950213371266;tstaff=0.001422475106685633;tstudents=0.001422475106685633;receiving=0.001422475106685633;scholarships=0.008534850640113799;grants=0.008534850640113799;sources=0.007112375533428165;breadcrumbhomeabout=0.001422475106685633;yaleyale=0.002844950213371266;additional=0.002844950213371266;leadership=0.001422475106685633;worldvisiting=0.001422475106685633;large=0.001422475106685633;wide=0.002844950213371266;array=0.001422475106685633;programs=0.004267425320056899;departments=0.001422475106685633;schools=0.011379800853485065;centers=0.001422475106685633;museums=0.001422475106685633;many=0.001422475106685633;affiliated=0.001422475106685633;organizations=0.001422475106685633;address=0.001422475106685633;frequently=0.001422475106685633;asked=0.002844950213371266;statistical=0.001422475106685633;questions=0.001422475106685633;detailed=0.001422475106685633;statistics=0.004267425320056899;available=0.001422475106685633;documents=0.001422475106685633;reports=0.001422475106685633;factsheet=0.001422475106685633;financial=0.004267425320056899;report=0.005689900426742532;endowment=0.001422475106685633;update=0.001422475106685633;committee=0.001422475106685633;freedom=0.001422475106685633;expression=0.001422475106685633;woodward=0.001422475106685633;tfall=0.001422475106685633;enrollment=0.002844950213371266;ndivision=0.001422475106685633;nmale=0.001422475106685633;nfemale=0.001422475106685633;ntotal=0.00995732574679943;nyale=0.002844950213371266;college=0.005689900426742532;nspecial=0.001422475106685633;ngraduate=0.001422475106685633;school=0.01991465149359886;arts=0.004267425320056899;sciences=0.005689900426742532;nprofessional=0.004267425320056899;narchitecture=0.002844950213371266;nart=0.002844950213371266;ndivinity=0.002844950213371266;ndrama=0.002844950213371266;nforestry=0.002844950213371266;environmental=0.002844950213371266;studies=0.002844950213371266;ninstitute=0.002844950213371266;sacred=0.002844950213371266;music=0.005689900426742532;nlaw=0.002844950213371266;nmanagement=0.002844950213371266;nmusic=0.002844950213371266;nnursing=0.002844950213371266;nphysician=0.002844950213371266;assistant=0.001422475106685633;online=0.001422475106685633;program=0.001422475106685633;associate=0.001422475106685633;npublic=0.001422475106685633;health=0.001422475106685633;total=0.001422475106685633;pursuing=0.001422475106685633;degrees=0.002844950213371266;fields=0.001422475106685633;engineering=0.002844950213371266;applied=0.002844950213371266;science=0.002844950213371266;enrolled=0.004267425320056899;either=0.002844950213371266;graduate=0.008534850640113799;excludes=0.001422475106685633;citizens=0.001422475106685633;permanent=0.001422475106685633;resident=0.001422475106685633;status=0.001422475106685633;ism=0.002844950213371266;divinity=0.001422475106685633;counted=0.005689900426742532;table=0.004267425320056899;row=0.001422475106685633;nenrollment=0.001422475106685633;figures=0.001422475106685633;include=0.001422475106685633;paying=0.001422475106685633;tuition=0.001422475106685633;fall=0.007112375533428165;term=0.005689900426742532;tuniversity=0.002844950213371266;enrollments=0.001422475106685633;ethnicity=0.004267425320056899;nethnicity=0.001422475106685633;namerican=0.001422475106685633;indian=0.001422475106685633;alaska=0.001422475106685633;native=0.001422475106685633;nasian=0.001422475106685633;nblack=0.001422475106685633;african=0.001422475106685633;american=0.001422475106685633;nhispanic=0.001422475106685633;race=0.002844950213371266;nnative=0.001422475106685633;hawaiian=0.001422475106685633;pacific=0.001422475106685633;islander=0.001422475106685633;nwhite=0.001422475106685633;nrace=0.001422475106685633;unknown=0.001422475106685633;self=0.001422475106685633;reporting=0.001422475106685633;two=0.001422475106685633;races=0.001422475106685633;category=0.004267425320056899;countries=0.001422475106685633;ncountries=0.001422475106685633;china=0.001422475106685633;canada=0.001422475106685633;india=0.001422475106685633;south=0.001422475106685633;korea=0.001422475106685633;united=0.001422475106685633;kingdom=0.001422475106685633;germany=0.001422475106685633;tyale=0.002844950213371266;student=0.001422475106685633;body=0.002844950213371266;characteristics=0.001422475106685633;undergraduates=0.002844950213371266;live=0.001422475106685633;housing=0.001422475106685633;first=0.001422475106685633;years=0.004267425320056899;return=0.001422475106685633;sophomore=0.001422475106685633;year=0.001422475106685633;ungraduates=0.001422475106685633;within=0.004267425320056899;five=0.001422475106685633;six=0.001422475106685633;state=0.001422475106685633;including=0.001422475106685633;nonresident=0.001422475106685633;aliens=0.001422475106685633;nthe=0.001422475106685633;average=0.001422475106685633;age=0.001422475106685633;undergraduate=0.001422475106685633;regular=0.002844950213371266;summer=0.001422475106685633;studied=0.001422475106685633;abroad=0.001422475106685633;tfreshmen=0.001422475106685633;class=0.002844950213371266;nacceptance=0.001422475106685633;applicants=0.001422475106685633;admitted=0.001422475106685633;matriculants=0.007112375533428165;nyield=0.001422475106685633;came=0.002844950213371266;public=0.001422475106685633;high=0.001422475106685633;independent=0.001422475106685633;day=0.001422475106685633;boarding=0.001422475106685633;religious=0.001422475106685633;children=0.001422475106685633;alumni=0.001422475106685633;ntest=0.001422475106685633;score=0.001422475106685633;ranges=0.001422475106685633;percentiles=0.001422475106685633;freshmen=0.001422475106685633;nsat=0.002844950213371266;verbal=0.001422475106685633;math=0.001422475106685633;nact=0.001422475106685633;tdegrees=0.001422475106685633;conferred=0.001422475106685633;july=0.001422475106685633;june=0.001422475106685633;ndegree=0.001422475106685633;nmen=0.001422475106685633;nwomen=0.001422475106685633;nbachelors=0.001422475106685633;nmasters=0.001422475106685633;post=0.002844950213371266;masters=0.001422475106685633;certificates=0.001422475106685633;ndoctorates=0.001422475106685633;nresearch=0.002844950213371266;scholarship=0.001422475106685633;practice=0.001422475106685633;number=0.001422475106685633;plans=0.004267425320056899;twhen=0.001422475106685633;expected=0.001422475106685633;approximately=0.001422475106685633;three=0.001422475106685633;quarters=0.001422475106685633;employed=0.001422475106685633;next=0.001422475106685633;largest=0.001422475106685633;group=0.001422475106685633;attending=0.001422475106685633;nexpected=0.001422475106685633;nworking=0.001422475106685633;full=0.002844950213371266;time=0.002844950213371266;part=0.001422475106685633;short=0.001422475106685633;position=0.001422475106685633;nattending=0.001422475106685633;nindependent=0.001422475106685633;nmilitary=0.001422475106685633;service=0.001422475106685633;nnot=0.001422475106685633;employment=0.001422475106685633;continuing=0.004267425320056899;education=0.001422475106685633;nto=0.001422475106685633;view=0.001422475106685633;please=0.001422475106685633;visit=0.004267425320056899;career=0.001422475106685633;strategy=0.001422475106685633;aid=0.001422475106685633;tall=0.001422475106685633;awarded=0.001422475106685633;basis=0.001422475106685633;demonstrated=0.001422475106685633;need=0.004267425320056899;received=0.001422475106685633;naverage=0.002844950213371266;based=0.002844950213371266;nrange=0.001422475106685633;individual=0.001422475106685633;headcounts=0.002844950213371266;ntenured=0.001422475106685633;nterm=0.001422475106685633;ncontinuing=0.001422475106685633;ninstructional=0.001422475106685633;narts=0.001422475106685633;nmedicine=0.001422475106685633;nfaculty=0.002844950213371266;appointments=0.001422475106685633;multiple=0.001422475106685633;included=0.001422475106685633;hold=0.001422475106685633;primary=0.001422475106685633;appointment=0.001422475106685633;result=0.002844950213371266;listed=0.001422475106685633;may=0.001422475106685633;fully=0.001422475106685633;represent=0.001422475106685633;entire=0.001422475106685633;faculty=0.005689900426742532;teach=0.001422475106685633;work=0.001422475106685633;nin=0.002844950213371266;drama=0.001422475106685633;adjunct=0.001422475106685633;professors=0.001422475106685633;provide=0.001422475106685633;core=0.001422475106685633;distinction=0.001422475106685633;among=0.001422475106685633;categories=0.001422475106685633;tenured=0.001422475106685633;ladder=0.005689900426742532;less=0.001422475106685633;relevant=0.001422475106685633;added=0.001422475106685633;counts=0.001422475106685633;law=0.001422475106685633;medicine=0.001422475106685633;nursing=0.001422475106685633;tenure=0.001422475106685633;track=0.001422475106685633;staff=0.001422475106685633;nstaff=0.001422475106685633;classification=0.001422475106685633;nheadcount=0.001422475106685633;nmanagerial=0.001422475106685633;nclerical=0.001422475106685633;technical=0.001422475106685633;nservice=0.001422475106685633;maintenance=0.001422475106685633;visiting=0.002844950213371266;campus=0.002844950213371266;toursmaps=0.002844950213371266;directionsyale=0.002844950213371266;visitor=0.002844950213371266;centermuseums=0.002844950213371266;galleriesnew=0.002844950213371266;havenmore=0.002844950213371266;resources=0.002844950213371266;helpful=0.001422475106685633;links=0.002844950213371266;contact=0.002844950213371266;usyale=0.001422475106685633;west=0.001422475106685633;campusemployment=0.001422475106685633;opportunitiesprivacy=0.001422475106685633;policyemergency=0.001422475106685633;infopublic=0.001422475106685633;safetynondiscrimination=0.001422475106685633;title=0.001422475106685633;ixaccessibility=0.001422475106685633;mobile=0.001422475106685633;instagram=0.001422475106685633;social=0.002844950213371266;facebooktwitteryoutubesina=0.001422475106685633;weibo=0.001422475106685633;nall=0.001422475106685633;media=0.001422475106685633;copyright=0.001422475106685633;rights=0.001422475106685633;reserved=0.001422475106685633;web=0.001422475106685633;editor=0.001422475106685633;back=0.001422475106685633;top=0.001422475106685633;tsearch=0.001422475106685633;tnavigation=0.001422475106685633;yaleacademicsadmissionsresearch=0.001422475106685633;collectionslife=0.001422475106685633;gateway=0.001422475106685633
